path,species,label,label_name
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054806.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060721_3.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_060430.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063348_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_073121_#.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191015_064832.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055235_11.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_060715.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_055940_1.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_070812.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191112_051709.jpg,chanos chanos,1,Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_063709_3.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191114_062859.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062003.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_054621.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_053952_5.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055230_5.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061832_3.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063800.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_060920_2.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061948.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_054724.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_060609.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_061718.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055610_2.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_063257.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191113_060604_1.jpg,nibea albiflora,1,Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_065536.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_053720.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_064757.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060219.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191115_052841.jpg,chanos chanos,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191014_072400.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191110_081820.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_071958.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055927_1.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191016_063712.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_062015_4.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062446.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191017_070431.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191018_055103.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_060324.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062623_3.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_061116_3.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062249_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064031.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_070930.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055948_2.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063444_2.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064756.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065708.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_055015.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062153.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_061602.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_054849.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191003_065031.jpg,chanos chanos,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054545_2.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191001_063852.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055333.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191015_071510.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060903_3.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063924_3.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_063107.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191111_052245.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061316_5.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_062048_1.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191005_070611.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_065858.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191019_062458.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_073027.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191002_063507.jpg,chanos chanos,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_061613.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055221.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_060518.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_071514.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_080210.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055826_4.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191014_070254.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075903_1.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191005_071510.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191110_081311.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191014_064544.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191114_063325.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191014_071548.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_075111.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063523_3.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_051711.jpg,chanos chanos,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074854.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_055300_6.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_053941.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062306_1.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191005_072022.jpg,chanos chanos,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191017_063521.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_062116_7.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_073330.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_080931_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060714_4.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191004_063417.jpg,chanos chanos,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_054840.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_061441_2.jpg,nibea albiflora,1,Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191014_070750.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191111_055457_7.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052429.jpg,chanos chanos,1,Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191017_064448.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_064340.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060045.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_062133_6.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_053951_5.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_064018_2.jpg,nibea albiflora,1,Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_063030.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061150.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_073449.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055129_1.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_055001_2.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191018_061351.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061303_3.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064302.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_061316.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_070308.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_080800_1.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_060917.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_054602_1.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_054549.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075631.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_072950.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062025.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191004_064135.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055305.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20190930_071610.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_061553.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_061432_1.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055804_1.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_070120.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_073030.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191114_060810.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_063659.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_061718_2.jpg,nibea albiflora,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_072417_5.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_062127_2.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_075010_1.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060438_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Fresh\IMG_20191016_071933.jpg,eleutheronema tetradactylum,1,Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_061718_1.jpg,nibea albiflora,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191115_054217.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_074320_6.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_060644_4.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061829_2.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191016_064234.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075539.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191112_063437.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Chanos Chanos - Not Fresh\IMG_20191115_053534.jpg,chanos chanos,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061303.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191019_060212.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062725.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074546.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063623_1.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_073144_2.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Highly Fresh\IMG_20191015_070705.jpg,johnius trachycephalus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_064007_2.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055514_1.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055912.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_073710.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_073904_2.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191015_062806.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_064253_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_080218_2.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191018_055731.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055230_8.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_055124_7.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_055622.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191019_062429.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191112_052618.jpg,chanos chanos,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061255_1.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Not Fresh\IMG_20191018_061003.jpg,johnius trachycephalus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191115_060928.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191017_065658.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075556.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_055456.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_053813.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Nibea Albiflora - Fresh\IMG_20191112_061657_2.jpg,nibea albiflora,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_061422.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191112_055232_3.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_062032.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_073442.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062552.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Fresh\IMG_20191113_055153_1.jpg,oreochromis mossambicus,1,Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_055940_2.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_070336.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Chanos Chanos - Highly Fresh\IMG_20191001_062640.jpg,chanos chanos,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_071542.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_063732.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191112_053730.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_070616.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055633.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055937_5.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191110_080819_3.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191114_055917_2.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191019_055338.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191014_072438.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191019_061133.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_054144_1.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191110_061419_5.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191111_053849.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Highly Fresh\IMG_20191110_075912_2.jpg,oreochromis mossambicus,0,Highly Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191019_064426.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_061359_6.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191017_061930.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Chanos Chanos - Fresh\IMG_20191113_052932.jpg,chanos chanos,1,Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191111_060726.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Nibea Albiflora -  Highly Fresh\IMG_20191111_063526_1.jpg,nibea albiflora,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Not Fresh\IMG_20191114_061536_2.jpg,rastrelliger faughni,2,Not Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_062058_3.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191014_065909.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191112_055940_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Eleutheronema Tetradactylum - Highly Fresh\IMG_20191015_071645.jpg,eleutheronema tetradactylum,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074930.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Not Fresh\IMG_20191115_062909.jpg,upeneus moluccensis,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_075116.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_054226_5.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Johnius Trachycephalus - Fresh\IMG_20191016_065303.jpg,johnius trachycephalus,1,Fresh
data\mendeley\Oreochromis Niloticus - Not Fresh\IMG_20191005_071434.jpg,oreochromis niloticus,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Fresh\IMG_20191113_055949_1.jpg,rastrelliger faughni,1,Fresh
data\mendeley\Oreochromis Niloticus - Highly Fresh\IMG_20191110_072546.jpg,oreochromis niloticus,0,Highly Fresh
data\mendeley\Upeneus Moluccensis - Highly Fresh\IMG_20191014_064950.jpg,upeneus moluccensis,0,Highly Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191110_074946_4.jpg,rastrelliger faughni,0,Highly Fresh
data\mendeley\Oreochromis Mossambicus - Not Fresh\IMG_20191115_060356_2.jpg,oreochromis mossambicus,2,Not Fresh
data\mendeley\Eleutheronema Tetradactylum - Not Fresh\IMG_20191018_062029.jpg,eleutheronema tetradactylum,2,Not Fresh
data\mendeley\Upeneus Moluccensis - Fresh\IMG_20191113_061735_1.jpg,upeneus moluccensis,1,Fresh
data\mendeley\Oreochromis Niloticus - Fresh\IMG_20191113_053411.jpg,oreochromis niloticus,1,Fresh
data\mendeley\Nibea Albiflora - Not Fresh\IMG_20191114_062652.jpg,nibea albiflora,2,Not Fresh
data\mendeley\Rastrelliger Faughni - Highly Fresh\IMG_20191111_062345_3.jpg,rastrelliger faughni,0,Highly Fresh
